word,reading,example,,,level,meaning
内,うち,そのうちの一人、奇怪な仮面を館から持ち出し  ハンマーで粉々に砕いたという,,,9,inside
南,みなみ,私の家は町のみなみにあります。,,,9,south
南北,なんぼく,なんぼくに山が広がっています。,,,9,north and south
肉,にく,にくが焼けました。,,,9,flesh
馬,うま,「復活！　イタリアの種うまのように復活！！」,,,9,horse
白馬,はくば,相変わらず子供だな  はくばの王子って言って欲しいなあ,,,9,white horse
買う,かう,服をかうのにあれこれ迷いました。,,,9,"to buy, to purchase"
売買,ばいばい,彼は不動産のばいばいをしています。,,,9,"trade, buying and selling"
売る,うる,爵位？地位と引き換えに国をうるか,,,9,to sell
麦,むぎ,この畑ではむぎを作っています。,,,9,"wheat, barley"
半ば,なかば,彼は30代のなかばです。,,,9,"middle, half, semi"
半,はん,日本に来てはん年になります。,,,9,"half, semi-"
一番,いちばん,俺たちは屋敷を手に入れた  いちばん懸念されていた冬越しという  案件は解決されたわけだ,,,9,"number one, first, first place"
父,ちち,ちちは休みの日はずっとテレビを見ている。,,,9,father
お父さん,おとうさん,おとうさんは会社員です,,,9,"father, dad, papa"
父母,ふぼ,学校からふぼに連絡があったんだ。,,,9,"father and mother, parents"
風,かぜ,本当ですよ　 こっちはもうひどい雨とかぜで  ええ　新幹線が運休になってしまって,,,9,"wind, breeze"
分ける,わける,大総統の血をわけた子供じゃない,,,9,"to divide (into), to split (into)"
聞く,きく,私は音楽をきくのが好きだ。,,,9,to hear
米,こめ,アジアの主食はこめです。,,,9,(husked grains of) rice
米国,べいこく,AFP通信は同日、べい当局者の言葉を引用し 「GSOMIA」は11月22日で終わるわけではない べいこくは韓こくがその時まで再考することを望んでいる」と報じています,,,9,"America, USA"
歩く,あるく,「懐疑の迷路は、あるく事すら許さない……」,,,9,to walk
歩む,あゆむ,「でも私……こうやって、この世界であなたと一緒にあゆんできて……分かったんです」,,,9,"to walk, to go on foot"
歩数,ほすう,ハードルはほすうでタイミング合わせるのがいいらしいですよ  ほすう？,,,9,number of steps
母,はは,ははは看護婦です。,,,9,mother
お母さん,おかあさん,父子揃ってそんな感じで　おかあさん何とも思わないの？,,,9,mother
母校,ぼこう,へぇー　中学の教科書なんて取ってあったんだ？  あんたはそういうのないの？  そういう品々は思い出と共にぼこうにおいてきたよ,,,9,alma mater
やり方,やりかた,君のやりかたには賛同できない  今 自分にできる事は！,,,9,manner of doing
下方,かほう,よし　第7特装師団はかほうより突入せよ,,,9,"lower region, lower part"
北,きた,私の町は東京のきたに位置します。,,,9,north
妹,いもうと,いもうとは不器用で、料理も苦手なの。,,,9,younger sister
毎に,ごとに,使うごとに影響力は増してゆく,,,9,"one by one, each, every, at intervals of"
毎日,まいにち,私はまいにち、自炊している。,,,9,every day
万,まん,この靴は1まん円です。,,,9,"10,000, ten thousand"
明らか,あきらか,この23人は…指名手配犯や前科者 罪の疑いが掛かっているだけの者で、  あきらかに今までのキラのターゲットとは異なっている…,,,9,"obvious, evident, clear"
明るい,あかるい,あかるいヴェネチアから一転して 暗く神秘性十分,,,9,"bright, colourful"
文明,ぶんめい,多くのぶんめいは川の近くで始まった。,,,9,civilization
鳴る,なる,今朝、5時に電話がなった。,,,9,"to sound, to ring, to resound"
毛,け,猫のけがセーターに付いた。,,,9,hair
門,もん,古からの屍臭を漂う密室で幼子がもんを開く時,,,9,gate
夜,よる,昨日のよる、社長ご夫妻と食事をしました。,,,9,"evening, night"
今夜,こんや,伐採を急いで　こんやにも山に火をつけましょう,,,9,"this evening, tonight"
分野,ぶんや,社会科学のぶんやに関心があります。,,,9,"field, sphere, realm"
矢,や,「誰だって構わねーだろ！　こんなガキにや撃つなんて、頭おかしいぞ！」,,,9,arrow
友人,ゆうじん,アメリカのゆうじんから船便が届いた。,,,9,friend
友,とも,「あ――ありがとうッ！！　心のともよおお――！！」,,,9,"friend, companion"
木曜日,もくようび,もくようびは仕事が休みです。,,,9,Thursday
用いる,もちいる,彼はその詩をもちいて自分の気持ちを伝えた。,,,9,"to use, to make use of, to utilize"
来る,くる,これは俺んじゃねえしな 何なら　あんたも一緒にくるといい,,,9,"to come (spatially or temporally), to approach"
出来る,できる,「素人相手で狭い場所なら……この特殊警棒で何人かの相手は同時にできる……」,,,9,"to be able (in a position) to do, to be up to the task"
本来,ほんらい,「風狸――ほんらいならば祓わねばならぬところですが、あなたはいいモノのようです」,,,9,"originally, primarily"
理,ことわり,「やあ、ことわりを学んでいるかい？」,,,9,"reason, truth, way of things, justice"
里,さと,驚いたの何のって  ものすごい地滑りでよ  さと一つ流されたそうで,,,9,"village, hamlet"
話,はなし,あなたのはなしは面白いね。,,,9,"talk, speech, chat"
話す,はなす,これからはなすことは口外無用だ,,,9,"to talk, to speak, to converse"
電話,でんわ,今日は絶えずでんわが鳴りました。,,,9,"telephone call, phone call"
今日,きょう,「ええと、きょうは私のような若輩者の話を聴きに来てくださって、ありがとう」,,,9,"today, this day"
明日,あした,あしたが L … いや、少なくとも 竜崎流河の命日だ,,,9,tomorrow
上手,じょうず,彼はかなり英語がじょうずです。,,,9,"skill, skillful, dexterity"
下手,へた,私は歌がへただ。,,,9,"unskillful, poor, awkward"
今朝,けさ,けさ彼女は学校に遅れました。,,,9,this morning
悪い,わるい,今日は体の具合がわるいです。,,,8,"bad, poor, inferior"
悪,あく,「我は常世総ての善と成る者、  我は常世総てのあくを敷く者。  汝三大の言霊を纏う七天、  抑止の輪より来たれ、天秤の守り手よ―！」,,,8,"evil, wickedness"
安い,やすい,はいな おやすいご用でございますことよ。,,,8,"cheap, inexpensive calm, peaceful, quiet"
安全,あんぜん,国民のあんぜんが最も大切です。,,,8,safety security
暗い,くらい,くらい所にいっぱい並んでた人型のやつ,,,8,"dark, gloomy"
暗号,あんごう,あんごう化されていない敵の通信も 傍受しました,,,8,"code, password, cipher"
委ねる,ゆだねる,ゼロがいなくなったのですか？  いいえ 指揮権を現場に ゆだねただけで,,,8,"to entrust (a matter) to, to leave to"
委員,いいん,ハンター協会の風紀いいん。  「ハンター十ヶ条」の改訂論者。,,,8,committee member
意味,いみ,私が迷子でなくなったあとも この街に居続けていることには  きっと ちゃんとしたいみがあるのです,,,8,"meaning, significance"
意見,いけん,フッ なかなか辛辣 ないけん表明だな,,,8,"opinion, view, comment"
医者,いしゃ,いしゃってのは役得だな いやいや　 人徳　みたいなね,,,8,"(medical) doctor, physician"
医学,いがく,彼はいがくを学んでいます。,,,8,"medical science, medicine"
育つ,そだつ,野菜がよくそだっている。,,,8,"to be raised (e.g. child), to be brought up, to grow (up)"
育む,はぐくむ,ここは私との友情をはぐくむために一緒に行くトコでしょ,,,8,"to raise, to bring up, to rear to cultivate, to foster, to nurture"
教育,きょういく,国は国語きょういくを強化しています。,,,8,"education, schooling, training"
飲む,のむ,それより  めぐみんも お茶でものむかい？  よい茶葉が手に入ったんだ,,,8,"to drink, to gulp"
飲食,いんしょく,山田容疑者は、昨日新宿区歌舞伎町のいんしょく店で、  店にあった刃渡りおよそ12cmのナイフを使い、  後輩従業員の下腹部を刺した疑いを持たれています,,,8,"food and drink, eating and drinking"
寺院,じいん,ここってじいんなんじゃないかな,,,8,temple
病院,びょういん,「びょういんを終の棲家……って趣味悪いなぁ……」,,,8,hospital
運ぶ,はこぶ,いすを二階にはこんでください。,,,8,"to carry, to transport"
運動,うんどう,体育館で器械を使ってうんどうしたの。,,,8,"exercise, physical training"
泳ぐ,およぐ,彼女はダイエットのためにおよいでいる。,,,8,to swim
水泳,すいえい,母は健康のためにすいえいをしている。,,,8,swimming
駅,えき,えきはどこですか。,,,8,station
中央,ちゅうおう,その公園は町のほぼちゅうおうに位置するんだ。,,,8,"centre, center"
横,よこ,よこの長さは1メートルです。,,,8,"orizontal (as opposed to vertical), lying down width"
屋根,やね,やねにカラスが止まっています。,,,8,roof
部屋,へや,へやの隅にいすが積んであったの。,,,8,"room, chamber"
屋上,おくじょう,「水上さんがおくじょうにいないって確証でもあるのかなぁ……」,,,8,rooftop
温かい,あたたかい,あたたかい紅茶が飲みたい。,,,8,"warm, mild, genial"
温度,おんど,ここで部屋のおんどが調節できます。,,,8,temperature
化ける,ばける,金属やガラスなどの鉱物なら 何にでもばけられる,,,8,to take the form of
悪化,あっか,手の傷があっかした。,,,8,"(suffer) deterioration, growing worse, aggravation, degeneration, corruption"
